"id","cs","alt","choice","none","batteryL","weightL","priceL","soundL","battery_8h","battery_10h","battery_12h","battery_14h","weight_400g","weight_500g","weight_600g","price_70e","price_90e","price_110e","price_130e","sound_3.5s","sound_4s","sound_4.5s"
8,1,1,0,0,8,700,110,4,1,0,0,0,-1,-1,-1,0,0,1,0,0,1,0
8,1,2,0,0,12,500,150,4.5,0,0,1,0,0,1,0,-1,-1,-1,-1,0,0,1
8,1,3,1,0,12,600,70,4,0,0,1,0,0,0,1,1,0,0,0,0,1,0
8,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,1,0,0,16,400,150,5,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1
8,2,2,0,0,10,600,90,3.5,0,1,0,0,0,0,1,0,1,0,0,1,0,0
8,2,3,0,0,8,500,130,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0
8,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1,0,0,10,600,70,3.5,0,1,0,0,0,0,1,1,0,0,0,1,0,0
8,3,2,0,0,14,500,110,4.5,0,0,0,1,0,1,0,0,0,1,0,0,0,1
8,3,3,1,0,10,400,110,5,0,1,0,0,1,0,0,0,0,1,0,-1,-1,-1
8,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,1,0,0,12,600,70,3.5,0,0,1,0,0,0,1,1,0,0,0,1,0,0
8,4,2,1,0,16,400,90,4.5,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,1
8,4,3,0,0,14,700,130,4,0,0,0,1,-1,-1,-1,0,0,0,1,0,1,0
8,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1,1,0,14,500,90,5,0,0,0,1,0,1,0,0,1,0,0,-1,-1,-1
8,5,2,0,0,12,400,150,3.5,0,0,1,0,1,0,0,-1,-1,-1,-1,1,0,0
8,5,3,0,0,8,600,130,5,1,0,0,0,0,0,1,0,0,0,1,-1,-1,-1
8,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,1,0,0,16,500,130,4,-1,-1,-1,-1,0,1,0,0,0,0,1,0,1,0
8,6,2,0,0,16,700,110,5,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,-1
8,6,3,0,0,8,700,70,4.5,1,0,0,0,-1,-1,-1,1,0,0,0,0,0,1
8,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,1,0,0,8,700,150,4.5,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1
8,7,2,0,0,16,400,130,3.5,-1,-1,-1,-1,1,0,0,0,0,0,1,1,0,0
8,7,3,1,0,14,600,70,5,0,0,0,1,0,0,1,1,0,0,0,-1,-1,-1
8,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,1,0,0,10,600,150,4,0,1,0,0,0,0,1,-1,-1,-1,-1,0,1,0
8,8,2,1,0,10,400,70,4.5,0,1,0,0,1,0,0,1,0,0,0,0,0,1
8,8,3,0,0,12,700,110,3.5,0,0,1,0,-1,-1,-1,0,0,1,0,1,0,0
8,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,1,1,0,14,500,110,5,0,0,0,1,0,1,0,0,0,1,0,-1,-1,-1
8,9,2,0,0,8,700,90,4,1,0,0,0,-1,-1,-1,0,1,0,0,0,1,0
8,9,3,0,0,12,600,90,3.5,0,0,1,0,0,0,1,0,1,0,0,1,0,0
8,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,1,0,0,12,400,110,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0
8,10,2,1,0,16,500,70,3.5,-1,-1,-1,-1,0,1,0,1,0,0,0,1,0,0
8,10,3,0,0,8,400,90,4.5,1,0,0,0,1,0,0,0,1,0,0,0,0,1
8,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,1,0,0,12,600,130,4,0,0,1,0,0,0,1,0,0,0,1,0,1,0
8,11,2,1,0,14,500,90,4.5,0,0,0,1,0,1,0,0,1,0,0,0,0,1
8,11,3,0,0,16,400,150,5,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1
8,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,1,0,0,14,700,130,4.5,0,0,0,1,-1,-1,-1,0,0,0,1,0,0,1
8,12,2,0,0,10,500,90,3.5,0,1,0,0,0,1,0,0,1,0,0,1,0,0
8,12,3,0,0,8,600,110,3.5,1,0,0,0,0,0,1,0,0,1,0,1,0,0
8,12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,0,0,10,400,70,4.5,0,1,0,0,1,0,0,1,0,0,0,0,0,1
10,1,2,0,0,8,600,150,3.5,1,0,0,0,0,0,1,-1,-1,-1,-1,1,0,0
10,1,3,1,0,12,400,110,5,0,0,1,0,1,0,0,0,0,1,0,-1,-1,-1
10,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,1,0,0,10,500,70,3.5,0,1,0,0,0,1,0,1,0,0,0,1,0,0
10,2,2,0,0,16,700,90,4,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,1,0
10,2,3,1,0,16,600,130,5,-1,-1,-1,-1,0,0,1,0,0,0,1,-1,-1,-1
10,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,1,1,0,14,400,70,4.5,0,0,0,1,1,0,0,1,0,0,0,0,0,1
10,3,2,0,0,12,700,90,5,0,0,1,0,-1,-1,-1,0,1,0,0,-1,-1,-1
10,3,3,0,0,10,500,130,4.5,0,1,0,0,0,1,0,0,0,0,1,0,0,1
10,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,1,1,0,12,600,90,4.5,0,0,1,0,0,0,1,0,1,0,0,0,0,1
10,4,2,0,0,8,400,110,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0
10,4,3,0,0,14,700,150,5,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,1,1,0,16,600,70,4,-1,-1,-1,-1,0,0,1,1,0,0,0,0,1,0
10,5,2,0,0,12,700,130,4.5,0,0,1,0,-1,-1,-1,0,0,0,1,0,0,1
10,5,3,0,0,14,400,110,3.5,0,0,0,1,1,0,0,0,0,1,0,1,0,0
10,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1,1,0,16,500,110,5,-1,-1,-1,-1,0,1,0,0,0,1,0,-1,-1,-1
10,6,2,0,0,8,400,130,3.5,1,0,0,0,1,0,0,0,0,0,1,1,0,0
10,6,3,0,0,10,600,90,4.5,0,1,0,0,0,0,1,0,1,0,0,0,0,1
10,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7,1,0,0,8,600,150,5,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1
10,7,2,1,0,10,700,110,4,0,1,0,0,-1,-1,-1,0,0,1,0,0,1,0
10,7,3,0,0,16,700,130,3.5,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0
10,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,1,0,0,10,700,90,4,0,1,0,0,-1,-1,-1,0,1,0,0,0,1,0
10,8,2,0,0,8,500,70,3.5,1,0,0,0,0,1,0,1,0,0,0,1,0,0
10,8,3,1,0,14,500,70,5,0,0,0,1,0,1,0,1,0,0,0,-1,-1,-1
10,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,1,0,0,12,400,130,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0
10,9,2,0,0,12,400,150,3.5,0,0,1,0,1,0,0,-1,-1,-1,-1,1,0,0
10,9,3,1,0,10,400,70,5,0,1,0,0,1,0,0,1,0,0,0,-1,-1,-1
10,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,1,0,0,8,600,90,4.5,1,0,0,0,0,0,1,0,1,0,0,0,0,1
10,10,2,1,0,16,700,70,5,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,-1
10,10,3,0,0,14,500,150,4,0,0,0,1,0,1,0,-1,-1,-1,-1,0,1,0
10,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,11,1,1,0,10,500,130,4.5,0,1,0,0,0,1,0,0,0,0,1,0,0,1
10,11,2,0,0,16,600,150,4,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,1,0
10,11,3,0,0,8,700,110,3.5,1,0,0,0,-1,-1,-1,0,0,1,0,1,0,0
10,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,12,1,0,0,12,600,110,4.5,0,0,1,0,0,0,1,0,0,1,0,0,0,1
10,12,2,0,0,12,500,90,3.5,0,0,1,0,0,1,0,0,1,0,0,1,0,0
10,12,3,1,0,14,400,110,5,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1
10,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,1,0,8,600,150,4.5,1,0,0,0,0,0,1,-1,-1,-1,-1,0,0,1
11,1,2,0,0,14,400,130,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0
11,1,3,0,0,16,700,90,3.5,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,0,0
11,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,1,0,0,12,700,70,3.5,0,0,1,0,-1,-1,-1,1,0,0,0,1,0,0
11,2,2,0,0,10,500,90,5,0,1,0,0,0,1,0,0,1,0,0,-1,-1,-1
11,2,3,1,0,10,400,70,4.5,0,1,0,0,1,0,0,1,0,0,0,0,0,1
11,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,1,1,0,14,700,110,5,0,0,0,1,-1,-1,-1,0,0,1,0,-1,-1,-1
11,3,2,0,0,16,400,150,3.5,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0
11,3,3,0,0,8,500,130,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0
11,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,1,1,0,12,600,110,5,0,0,1,0,0,0,1,0,0,1,0,-1,-1,-1
11,4,2,0,0,16,500,150,4,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,0,1,0
11,4,3,0,0,14,700,130,4.5,0,0,0,1,-1,-1,-1,0,0,0,1,0,0,1
11,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,1,0,0,8,600,70,3.5,1,0,0,0,0,0,1,1,0,0,0,1,0,0
11,5,2,1,0,10,400,90,4.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1
11,5,3,0,0,10,600,110,4,0,1,0,0,0,0,1,0,0,1,0,0,1,0
11,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,1,1,0,8,500,70,5,1,0,0,0,0,1,0,1,0,0,0,-1,-1,-1
11,6,2,0,0,12,700,150,4.5,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1
11,6,3,0,0,16,500,130,3.5,-1,-1,-1,-1,0,1,0,0,0,0,1,1,0,0
11,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,1,0,0,10,500,110,3.5,0,1,0,0,0,1,0,0,0,1,0,1,0,0
11,7,2,1,0,12,600,70,5,0,0,1,0,0,0,1,1,0,0,0,-1,-1,-1
11,7,3,0,0,14,400,90,4,0,0,0,1,1,0,0,0,1,0,0,0,1,0
11,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,8,1,0,0,16,400,130,4,-1,-1,-1,-1,1,0,0,0,0,0,1,0,1,0
11,8,2,1,0,16,600,90,5,-1,-1,-1,-1,0,0,1,0,1,0,0,-1,-1,-1
11,8,3,0,0,14,700,150,4.5,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,1
11,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,1,1,0,12,600,70,4,0,0,1,0,0,0,1,1,0,0,0,0,1,0
11,9,2,0,0,10,400,130,5,0,1,0,0,1,0,0,0,0,0,1,-1,-1,-1
11,9,3,0,0,8,500,90,4.5,1,0,0,0,0,1,0,0,1,0,0,0,0,1
11,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,1,0,0,14,700,70,3.5,0,0,0,1,-1,-1,-1,1,0,0,0,1,0,0
11,10,2,1,0,16,700,90,4.5,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,1
11,10,3,0,0,8,600,130,3.5,1,0,0,0,0,0,1,0,0,0,1,1,0,0
11,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,1,0,0,10,400,150,5,0,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1
11,11,2,0,0,12,700,150,4,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,1,0
11,11,3,1,0,8,500,110,5,1,0,0,0,0,1,0,0,0,1,0,-1,-1,-1
11,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,1,1,0,10,600,90,4,0,1,0,0,0,0,1,0,1,0,0,0,1,0
11,12,2,0,0,14,500,110,3.5,0,0,0,1,0,1,0,0,0,1,0,1,0,0
11,12,3,0,0,16,400,150,4.5,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,1
11,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,1,0,12,600,110,4.5,0,0,1,0,0,0,1,0,0,1,0,0,0,1
12,1,2,0,0,14,700,70,4,0,0,0,1,-1,-1,-1,1,0,0,0,0,1,0
12,1,3,0,0,8,400,130,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0
12,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,1,0,0,12,400,90,3.5,0,0,1,0,1,0,0,0,1,0,0,1,0,0
12,2,2,0,0,14,600,110,3.5,0,0,0,1,0,0,1,0,0,1,0,1,0,0
12,2,3,1,0,10,500,130,5,0,1,0,0,0,1,0,0,0,0,1,-1,-1,-1
12,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,1,0,0,10,500,150,4.5,0,1,0,0,0,1,0,-1,-1,-1,-1,0,0,1
12,3,2,0,0,8,700,70,5,1,0,0,0,-1,-1,-1,1,0,0,0,-1,-1,-1
12,3,3,1,0,16,700,110,4,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0
12,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,1,1,0,14,400,70,4.5,0,0,0,1,1,0,0,1,0,0,0,0,0,1
12,4,2,0,0,12,500,150,3.5,0,0,1,0,0,1,0,-1,-1,-1,-1,1,0,0
12,4,3,0,0,8,600,70,5,1,0,0,0,0,0,1,1,0,0,0,-1,-1,-1
12,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,5,1,1,0,16,600,90,4.5,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,1
12,5,2,0,0,10,700,150,3.5,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,0
12,5,3,0,0,14,500,130,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0
12,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,1,0,0,12,500,90,4.5,0,0,1,0,0,1,0,0,1,0,0,0,0,1
12,6,2,0,0,16,700,110,4,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0
12,6,3,1,0,8,400,130,5,1,0,0,0,1,0,0,0,0,0,1,-1,-1,-1
12,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,1,1,0,12,700,130,5,0,0,1,0,-1,-1,-1,0,0,0,1,-1,-1,-1
12,7,2,0,0,10,600,150,5,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1
12,7,3,0,0,16,400,110,3.5,-1,-1,-1,-1,1,0,0,0,0,1,0,1,0,0
12,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,8,1,1,0,14,500,150,5,0,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1
12,8,2,0,0,16,400,90,3.5,-1,-1,-1,-1,1,0,0,0,1,0,0,1,0,0
12,8,3,0,0,8,400,70,4.5,1,0,0,0,1,0,0,1,0,0,0,0,0,1
12,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9,1,0,0,10,600,90,4,0,1,0,0,0,0,1,0,1,0,0,0,1,0
12,9,2,1,0,12,500,70,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0
12,9,3,0,0,14,600,130,3.5,0,0,0,1,0,0,1,0,0,0,1,1,0,0
12,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,1,0,0,8,500,90,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0
12,10,2,1,0,16,700,70,4.5,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1
12,10,3,0,0,10,600,110,3.5,0,1,0,0,0,0,1,0,0,1,0,1,0,0
12,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,11,1,0,0,8,500,150,3.5,1,0,0,0,0,1,0,-1,-1,-1,-1,1,0,0
12,11,2,1,0,12,600,110,5,0,0,1,0,0,0,1,0,0,1,0,-1,-1,-1
12,11,3,0,0,14,400,70,4.5,0,0,0,1,1,0,0,1,0,0,0,0,0,1
12,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,1,1,0,10,700,130,5,0,1,0,0,-1,-1,-1,0,0,0,1,-1,-1,-1
12,12,2,0,0,12,400,150,4,0,0,1,0,1,0,0,-1,-1,-1,-1,0,1,0
12,12,3,0,0,16,700,130,4.5,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,1
12,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,0,0,8,700,110,5,1,0,0,0,-1,-1,-1,0,0,1,0,-1,-1,-1
13,1,2,1,0,14,600,150,4.5,0,0,0,1,0,0,1,-1,-1,-1,-1,0,0,1
13,1,3,0,0,10,500,70,3.5,0,1,0,0,0,1,0,1,0,0,0,1,0,0
13,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,1,1,0,12,500,130,5,0,0,1,0,0,1,0,0,0,0,1,-1,-1,-1
13,2,2,0,0,16,600,110,4,-1,-1,-1,-1,0,0,1,0,0,1,0,0,1,0
13,2,3,0,0,8,400,90,3.5,1,0,0,0,1,0,0,0,1,0,0,1,0,0
13,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,1,1,0,10,400,110,4.5,0,1,0,0,1,0,0,0,0,1,0,0,0,1
13,3,2,0,0,8,700,90,4,1,0,0,0,-1,-1,-1,0,1,0,0,0,1,0
13,3,3,0,0,16,400,70,4,-1,-1,-1,-1,1,0,0,1,0,0,0,0,1,0
13,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,1,0,0,14,700,130,4.5,0,0,0,1,-1,-1,-1,0,0,0,1,0,0,1
13,4,2,1,0,14,500,90,5,0,0,0,1,0,1,0,0,1,0,0,-1,-1,-1
13,4,3,0,0,12,600,150,3.5,0,0,1,0,0,0,1,-1,-1,-1,-1,1,0,0
13,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,1,0,0,10,500,70,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0
13,5,2,0,0,12,700,90,4.5,0,0,1,0,-1,-1,-1,0,1,0,0,0,0,1
13,5,3,1,0,8,400,150,5,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1
13,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,6,1,0,0,8,700,110,3.5,1,0,0,0,-1,-1,-1,0,0,1,0,1,0,0
13,6,2,1,0,16,600,130,5,-1,-1,-1,-1,0,0,1,0,0,0,1,-1,-1,-1
13,6,3,0,0,10,600,130,3.5,0,1,0,0,0,0,1,0,0,0,1,1,0,0
13,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7,1,1,0,16,500,70,5,-1,-1,-1,-1,0,1,0,1,0,0,0,-1,-1,-1
13,7,2,0,0,14,500,150,4.5,0,0,0,1,0,1,0,-1,-1,-1,-1,0,0,1
13,7,3,0,0,14,400,110,4,0,0,0,1,1,0,0,0,0,1,0,0,1,0
13,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,8,1,0,0,12,700,110,3.5,0,0,1,0,-1,-1,-1,0,0,1,0,1,0,0
13,8,2,1,0,10,600,130,4.5,0,1,0,0,0,0,1,0,0,0,1,0,0,1
13,8,3,0,0,14,400,70,3.5,0,0,0,1,1,0,0,1,0,0,0,1,0,0
13,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,1,0,0,8,400,110,4.5,1,0,0,0,1,0,0,0,0,1,0,0,0,1
13,9,2,0,0,12,600,150,4,0,0,1,0,0,0,1,-1,-1,-1,-1,0,1,0
13,9,3,1,0,16,500,90,4.5,-1,-1,-1,-1,0,1,0,0,1,0,0,0,0,1
13,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,10,1,1,0,12,700,70,5,0,0,1,0,-1,-1,-1,1,0,0,0,-1,-1,-1
13,10,2,0,0,14,700,90,3.5,0,0,0,1,-1,-1,-1,0,1,0,0,1,0,0
13,10,3,0,0,10,400,90,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0
13,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,11,1,0,0,8,600,150,4,1,0,0,0,0,0,1,-1,-1,-1,-1,0,1,0
13,11,2,1,0,10,500,110,5,0,1,0,0,0,1,0,0,0,1,0,-1,-1,-1
13,11,3,0,0,16,700,130,3.5,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0
13,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,12,1,0,0,16,600,130,4.5,-1,-1,-1,-1,0,0,1,0,0,0,1,0,0,1
13,12,2,0,0,12,400,70,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0
13,12,3,1,0,14,600,90,5,0,0,0,1,0,0,1,0,1,0,0,-1,-1,-1
13,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,1,0,0,8,500,130,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0
21,1,2,0,0,12,700,90,3.5,0,0,1,0,-1,-1,-1,0,1,0,0,1,0,0
21,1,3,1,0,14,600,110,4.5,0,0,0,1,0,0,1,0,0,1,0,0,0,1
21,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,1,0,0,14,400,70,3.5,0,0,0,1,1,0,0,1,0,0,0,1,0,0
21,2,2,1,0,16,500,130,4.5,-1,-1,-1,-1,0,1,0,0,0,0,1,0,0,1
21,2,3,0,0,16,600,70,4,-1,-1,-1,-1,0,0,1,1,0,0,0,0,1,0
21,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,1,0,0,8,700,110,4,1,0,0,0,-1,-1,-1,0,0,1,0,0,1,0
21,3,2,1,0,10,500,90,5,0,1,0,0,0,1,0,0,1,0,0,-1,-1,-1
21,3,3,0,0,16,400,110,3.5,-1,-1,-1,-1,1,0,0,0,0,1,0,1,0,0
21,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,1,0,0,10,700,90,4.5,0,1,0,0,-1,-1,-1,0,1,0,0,0,0,1
21,4,2,1,0,12,500,150,5,0,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1
21,4,3,0,0,16,600,150,3.5,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,1,0,0
21,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,5,1,1,0,16,600,130,5,-1,-1,-1,-1,0,0,1,0,0,0,1,-1,-1,-1
21,5,2,0,0,14,700,150,3.5,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,0
21,5,3,0,0,12,400,90,4,0,0,1,0,1,0,0,0,1,0,0,0,1,0
21,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,6,1,0,0,14,500,110,4,0,0,0,1,0,1,0,0,0,1,0,0,1,0
21,6,2,1,0,12,400,90,4.5,0,0,1,0,1,0,0,0,1,0,0,0,0,1
21,6,3,0,0,8,400,130,3.5,1,0,0,0,1,0,0,0,0,0,1,1,0,0
21,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,7,1,0,0,10,400,150,5,0,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1
21,7,2,1,0,14,600,70,4.5,0,0,0,1,0,0,1,1,0,0,0,0,0,1
21,7,3,0,0,8,700,110,5,1,0,0,0,-1,-1,-1,0,0,1,0,-1,-1,-1
21,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,8,1,0,0,16,700,70,3.5,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0
21,8,2,0,0,14,500,130,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0
21,8,3,1,0,12,600,110,4.5,0,0,1,0,0,0,1,0,0,1,0,0,0,1
21,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,9,1,0,0,10,400,90,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0
21,9,2,1,0,12,500,130,4.5,0,0,1,0,0,1,0,0,0,0,1,0,0,1
21,9,3,0,0,8,600,150,5,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1
21,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,10,1,0,0,16,700,90,4,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,1,0
21,10,2,0,0,10,700,130,4.5,0,1,0,0,-1,-1,-1,0,0,0,1,0,0,1
21,10,3,0,0,10,400,90,3.5,0,1,0,0,1,0,0,0,1,0,0,1,0,0
21,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,11,1,0,0,8,600,130,3.5,1,0,0,0,0,0,1,0,0,0,1,1,0,0
21,11,2,1,0,14,400,150,5,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1
21,11,3,0,0,12,600,70,3.5,0,0,1,0,0,0,1,1,0,0,0,1,0,0
